user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1326,4/3/2023,Basic,14.99,2.1,2,1,21,5,No
1327,10/30/2023,Basic,14.99,2.1,0,1,14,2,No
1328,12/1/2023,Premium,49.99,4.4,6,2,12,26,Yes
1329,3/1/2024,Basic,14.99,1.4,5,0,10,1,No
1330,6/29/2023,Basic,14.99,1.5,3,1,18,1,No
1331,7/25/2023,Standard,29.99,3.6,0,1,17,1,No
1332,5/16/2023,Standard,29.99,3,3,0,19,2,No
1333,7/6/2024,Basic,14.99,1.7,4,0,5,0,No
1334,1/10/2024,Standard,29.99,3.6,0,1,11,0,No
1335,6/27/2024,Premium,49.99,4.3,0,0,6,9,No
1336,5/28/2024,Standard,29.99,2.9,2,0,7,4,No
1337,10/7/2023,Standard,29.99,2.8,0,0,15,1,No
1338,6/18/2023,Basic,14.99,1.4,2,0,18,6,No
1339,9/21/2023,Premium,49.99,3.7,1,1,15,2,No
1340,5/8/2024,Basic,14.99,1.4,2,0,7,0,No
1341,10/30/2023,Premium,49.99,3.6,2,0,14,2,No
1342,12/13/2023,Basic,14.99,2.3,10,1,12,22,Yes
1343,4/28/2023,Standard,29.99,3.5,2,2,20,1,No
1344,4/24/2024,Standard,29.99,3.7,2,2,8,0,No
1345,3/19/2023,Standard,29.99,3.7,2,0,21,4,No
1346,5/25/2023,Premium,49.99,3,5,1,16,86,Yes
1347,8/20/2023,Basic,14.99,2.1,3,1,16,1,No
1348,11/23/2024,Basic,14.99,1.6,3,2,1,1,Yes
1349,11/21/2024,Standard,29.99,3.6,5,0,1,0,No
1350,2/11/2024,Standard,29.99,2.2,3,1,3,236,Yes
1351,7/24/2024,Premium,49.99,3.1,0,0,5,0,No
1352,1/10/2024,Standard,29.99,2.2,11,1,2,281,Yes
1353,4/3/2023,Basic,14.99,1.6,2,0,21,2,No
1354,2/9/2024,Standard,29.99,3.7,3,2,10,1,No
1355,1/15/2023,Standard,29.99,2.9,5,0,23,0,No
1356,9/28/2023,Standard,29.99,2.7,5,2,7,237,Yes
1357,7/3/2024,Standard,29.99,1.9,4,0,5,19,Yes
1358,5/7/2023,Standard,29.99,1.9,3,0,20,6,No
1359,4/10/2024,Standard,29.99,3.8,4,0,8,2,No
1360,1/13/2024,Standard,29.99,2.7,5,0,11,4,No
1361,11/19/2024,Standard,29.99,4.1,2,0,1,2,No
1362,11/19/2024,Basic,14.99,1.6,0,0,1,3,No
1363,9/26/2023,Standard,29.99,3.2,4,0,15,2,No
1364,8/21/2024,Basic,14.99,2.5,0,1,4,2,No
1365,1/26/2024,Basic,14.99,2.6,11,2,11,7,Yes
1366,10/15/2024,Standard,29.99,4.2,2,0,2,1,No
1367,1/16/2024,Standard,29.99,2.3,11,2,11,1,Yes
1368,4/21/2023,Standard,29.99,2.7,3,0,20,3,No
1369,11/22/2024,Standard,29.99,3.4,1,0,1,1,No
1370,8/28/2023,Premium,49.99,4.8,1,0,16,3,No
1371,4/27/2024,Basic,14.99,1.8,3,0,8,1,No
1372,1/26/2023,Basic,14.99,1.7,1,0,23,0,No
1373,9/26/2024,Basic,14.99,1,3,0,3,0,No
1374,7/28/2024,Basic,14.99,1,0,0,5,0,No
1375,12/2/2023,Premium,49.99,3.4,5,2,13,5,No
1376,9/16/2024,Standard,29.99,3.3,10,1,3,3,Yes
1377,8/15/2023,Standard,29.99,1.9,7,0,3,415,Yes
1378,10/25/2024,Basic,14.99,1.7,3,0,2,5,No
1379,3/6/2023,Premium,49.99,5.6,5,0,22,3,No
1380,10/12/2024,Standard,29.99,3.6,5,0,2,4,No
1381,4/20/2024,Standard,29.99,2,0,0,8,5,No
1382,12/18/2024,Basic,14.99,0.9,0,0,1,1,No
1383,11/6/2023,Standard,29.99,2.8,4,0,14,1,No
1384,10/26/2024,Standard,29.99,2.7,4,2,2,5,Yes
1385,2/23/2024,Standard,29.99,2.9,5,1,10,0,No
1386,4/30/2023,Premium,49.99,5,3,1,20,0,No
1387,5/24/2023,Premium,49.99,3.3,3,1,19,2,No
1388,2/16/2023,Standard,29.99,3.2,10,2,17,161,Yes
1389,2/8/2023,Basic,14.99,2.3,3,1,23,1,No
1390,11/8/2023,Basic,14.99,2.3,9,0,2,343,Yes
1391,5/19/2024,Basic,14.99,2.4,11,1,4,84,Yes
1392,4/29/2023,Standard,29.99,2.4,2,2,20,3,No
1393,4/10/2023,Basic,14.99,1.9,4,2,21,6,No
1394,8/29/2023,Basic,14.99,2.7,2,0,16,2,No
1395,7/4/2024,Basic,14.99,1.5,4,0,6,7,No
1396,5/19/2023,Basic,14.99,2,10,2,6,394,Yes
1397,2/2/2024,Basic,14.99,2.2,0,0,11,2,No
1398,4/9/2024,Basic,14.99,1.2,4,2,8,3,Yes
1399,1/15/2024,Standard,29.99,3.6,3,2,9,61,Yes
1400,11/17/2024,Standard,29.99,4.1,1,1,1,6,No
1401,12/14/2024,Standard,29.99,1.5,4,0,1,4,No
1402,7/7/2024,Premium,49.99,4.8,5,0,5,1,No
1403,3/5/2024,Premium,49.99,2.9,3,2,10,2,Yes
1404,8/24/2024,Standard,29.99,3.8,3,0,4,4,No
1405,6/8/2023,Standard,29.99,2.1,1,0,19,2,No
1406,2/29/2024,Basic,14.99,2.7,0,0,10,0,No
1407,11/1/2024,Standard,29.99,1.3,3,0,2,0,Yes
1408,4/12/2023,Premium,49.99,4.8,9,4,18,77,Yes
1409,5/16/2024,Basic,14.99,1.1,3,0,7,3,No
1410,9/22/2024,Standard,29.99,3.7,3,0,3,0,No
1411,2/22/2024,Premium,49.99,4,4,0,10,1,No
1412,10/14/2023,Premium,49.99,5,0,0,14,0,No
1413,2/3/2023,Standard,29.99,2.7,2,1,23,0,No
1414,12/7/2024,Standard,29.99,0.5,8,0,1,5,Yes
1415,1/15/2024,Standard,29.99,2.1,6,2,5,202,Yes
1416,8/11/2023,Standard,29.99,1.9,8,1,16,2,Yes
1417,3/30/2024,Standard,29.99,3.4,4,0,9,4,No
1418,3/31/2024,Standard,29.99,1.8,2,1,9,3,No
1419,8/30/2023,Premium,49.99,3.6,2,0,16,0,No
1420,1/7/2024,Basic,14.99,1.7,9,0,4,212,Yes
1421,4/12/2023,Standard,29.99,3.8,0,1,20,0,No
1422,12/3/2024,Standard,29.99,0.6,4,0,1,2,Yes
1423,1/12/2024,Premium,49.99,5,3,0,11,7,No
1424,7/11/2024,Premium,49.99,6.7,3,1,5,0,No
1425,10/22/2024,Basic,14.99,2.4,4,0,2,1,No
1426,1/3/2024,Basic,14.99,1.3,8,1,1,316,Yes
1427,3/4/2023,Basic,14.99,2.5,2,0,22,0,No
1428,2/12/2024,Basic,14.99,2.6,1,1,10,2,No
1429,10/10/2023,Standard,29.99,2.7,0,0,14,1,No
1430,7/14/2023,Basic,14.99,2.7,8,1,4,404,Yes
1431,5/6/2023,Basic,14.99,1,4,0,20,9,No
1432,4/10/2024,Basic,14.99,2.3,11,2,8,2,Yes
1433,4/4/2023,Basic,14.99,1.1,0,0,21,1,No
1434,11/9/2024,Basic,14.99,1.4,10,1,1,3,Yes
1435,8/6/2023,Standard,29.99,2.6,5,1,17,0,Yes
1436,10/19/2024,Basic,14.99,1.1,0,0,2,5,No
1437,10/16/2024,Basic,14.99,1.9,1,0,2,1,No
1438,9/3/2024,Premium,49.99,4.7,7,0,3,3,Yes
1439,1/22/2023,Basic,14.99,1.8,0,1,23,1,No
1440,2/21/2023,Basic,14.99,1.3,3,1,8,437,Yes
1441,12/8/2023,Standard,29.99,3.3,5,1,12,0,No
1442,9/7/2023,Premium,49.99,5.6,8,1,8,213,Yes
1443,5/9/2023,Standard,29.99,2.6,0,0,20,1,No
1444,8/1/2024,Standard,29.99,2.2,3,0,5,1,No
1445,7/30/2023,Basic,14.99,1.2,5,1,17,1,No
1446,3/12/2023,Premium,49.99,3.9,3,0,22,2,No
1447,7/21/2024,Premium,49.99,4.8,0,1,5,0,No
1448,8/1/2023,Basic,14.99,1.8,3,0,17,0,No
1449,8/23/2024,Standard,29.99,2.5,4,0,4,5,No
1450,8/10/2023,Standard,29.99,3.2,3,0,16,1,No
1451,8/27/2023,Basic,14.99,2.2,0,1,16,3,No
1452,12/3/2023,Basic,14.99,1.3,0,0,13,8,No
1453,6/1/2023,Standard,29.99,2.2,0,0,19,0,No
1454,9/2/2024,Basic,14.99,1.1,5,1,4,4,Yes
1455,1/3/2023,Standard,29.99,3.6,4,0,24,2,No
1456,10/11/2023,Standard,29.99,3.3,0,0,14,2,No
1457,5/29/2023,Basic,14.99,1.6,0,1,19,0,No
1458,5/14/2023,Premium,49.99,4.6,4,0,19,0,No
1459,7/7/2024,Basic,14.99,1.6,10,1,5,0,Yes
1460,9/14/2023,Basic,14.99,3.1,3,2,5,295,Yes
1461,6/28/2023,Standard,29.99,2.5,3,1,18,1,No
1462,4/23/2023,Standard,29.99,2.5,4,2,20,0,No
1463,11/7/2024,Standard,29.99,5.5,0,0,1,1,No
1464,1/27/2023,Premium,49.99,3.2,1,0,23,0,No
1465,5/15/2023,Basic,14.99,1.9,1,1,19,3,No
1466,1/16/2023,Standard,29.99,2.8,1,0,23,5,No
1467,1/2/2024,Premium,49.99,3.5,5,1,3,253,Yes
1468,9/1/2023,Basic,14.99,2.8,0,1,16,1,No
1469,8/25/2024,Basic,14.99,1.4,1,0,4,2,No
1470,11/28/2023,Standard,29.99,2.6,2,0,13,3,No
1471,1/17/2023,Standard,29.99,2.4,10,1,15,262,Yes
1472,6/28/2023,Basic,14.99,2.6,9,1,15,94,Yes
1473,9/29/2023,Basic,14.99,0.7,11,0,1,418,Yes
1474,2/23/2023,Standard,29.99,2.5,2,0,22,8,No
1475,5/10/2023,Standard,29.99,3.2,7,4,20,0,Yes
1476,3/7/2024,Standard,29.99,3.1,5,0,9,4,No
1477,6/22/2024,Standard,29.99,3.9,3,0,6,0,No
1478,4/27/2023,Premium,49.99,5,10,3,5,439,Yes
1479,3/7/2023,Basic,14.99,1.6,5,0,22,1,No
1480,5/2/2024,Basic,14.99,2.1,3,1,8,9,No
1481,4/4/2024,Standard,29.99,3.4,4,0,9,2,No
1482,1/6/2024,Basic,14.99,1,3,1,12,1,No
1483,6/9/2024,Basic,14.99,3.2,5,0,6,1,No
1484,8/30/2024,Premium,49.99,4.1,3,0,4,0,No
1485,4/22/2023,Standard,29.99,3.5,2,0,20,0,No
1486,4/7/2024,Basic,14.99,3.3,2,0,8,0,No
1487,5/30/2024,Standard,29.99,2.8,1,0,7,1,No
1488,8/15/2023,Premium,49.99,5.4,11,1,14,58,Yes
1489,9/21/2024,Basic,14.99,2.8,0,0,3,1,No
1490,2/14/2023,Basic,14.99,2.6,4,0,22,2,No
1491,11/5/2024,Basic,14.99,3.1,0,0,1,2,No
1492,6/17/2024,Basic,14.99,1.7,4,0,6,1,No
1493,11/5/2023,Standard,29.99,2.9,2,1,14,4,No
1494,4/14/2024,Basic,14.99,1.9,11,1,2,180,Yes
1495,10/20/2024,Basic,14.99,2.7,2,0,2,6,No
1496,2/1/2023,Basic,14.99,1.9,0,1,23,1,No
1497,3/4/2023,Basic,14.99,1.3,1,2,22,0,No
1498,5/5/2024,Basic,14.99,2.8,2,1,8,0,No
1499,2/16/2024,Standard,29.99,2.1,2,1,10,0,No
1500,3/12/2024,Basic,14.99,1.2,3,0,9,0,No
1501,12/3/2024,Standard,29.99,2.1,2,0,1,5,No
1502,4/21/2023,Standard,29.99,3.4,1,2,20,3,No
1503,5/17/2024,Premium,49.99,4.9,2,0,7,1,No
1504,12/30/2024,Standard,29.99,0.2,4,0,1,1,No
1505,3/30/2024,Standard,29.99,2.7,3,0,9,2,No
1506,3/17/2023,Basic,14.99,2.6,4,0,21,5,No
1507,3/24/2023,Basic,14.99,2.4,4,2,1,592,Yes
1508,11/26/2023,Basic,14.99,2.1,2,0,13,1,No
1509,9/14/2024,Premium,49.99,3.7,3,0,3,4,No
1510,6/1/2023,Basic,14.99,2.7,1,1,19,0,No
1511,3/9/2023,Premium,49.99,4.5,11,3,5,491,Yes
1512,5/10/2023,Standard,29.99,3.4,5,0,20,2,No
1513,10/9/2023,Basic,14.99,2.9,4,1,14,2,No
1514,10/1/2024,Premium,49.99,3.3,5,0,3,1,Yes
1515,10/10/2024,Standard,29.99,2.5,5,0,2,0,No
1516,8/22/2024,Standard,29.99,2.8,2,0,4,1,No
1517,7/15/2024,Premium,49.99,4.2,4,0,5,5,No
1518,12/30/2024,Standard,29.99,0,6,0,1,0,Yes
1519,11/29/2023,Standard,29.99,2.4,1,0,13,0,No
1520,1/26/2024,Basic,14.99,1.2,1,1,11,3,No
1521,9/3/2024,Premium,49.99,4.9,2,1,3,0,No
1522,6/27/2024,Basic,14.99,1.9,0,0,6,8,No
1523,10/29/2023,Basic,14.99,2.4,10,1,5,280,Yes
1524,4/9/2024,Standard,29.99,3.8,1,1,8,1,No
1525,6/1/2024,Premium,49.99,4.5,9,1,7,1,Yes
1526,9/11/2024,Standard,29.99,2.6,0,0,3,2,No
1527,3/16/2024,Basic,14.99,1.2,2,0,9,1,No
1528,4/12/2023,Standard,29.99,3,1,0,20,1,No
1529,12/19/2024,Basic,14.99,0.7,5,0,1,0,No
1530,4/28/2023,Basic,14.99,0.9,6,1,4,494,Yes
1531,11/1/2024,Premium,49.99,2.5,1,0,2,5,No
1532,10/28/2024,Standard,29.99,3.6,2,0,2,1,No
1533,7/18/2024,Premium,49.99,3.9,3,1,5,3,No
1534,8/9/2023,Basic,14.99,1.4,10,1,12,141,Yes
1535,3/16/2024,Basic,14.99,3.1,5,1,9,4,No
1536,4/7/2024,Standard,29.99,2.3,4,2,8,0,Yes
1537,8/22/2023,Basic,14.99,2.1,4,0,16,1,No
1538,2/28/2024,Standard,29.99,1.7,3,1,9,22,Yes
1539,12/14/2023,Basic,14.99,2.9,6,1,12,4,Yes
1540,4/9/2024,Basic,14.99,1.4,2,1,8,4,No
1541,2/13/2024,Standard,29.99,2.1,8,2,10,4,Yes
1542,3/1/2024,Basic,14.99,0.9,10,0,5,149,Yes
1543,4/8/2023,Standard,29.99,2.7,6,2,12,263,Yes
1544,11/17/2023,Standard,29.99,4.1,0,0,13,0,No
1545,3/13/2024,Standard,29.99,2.7,10,1,9,4,Yes
1546,11/17/2023,Basic,14.99,1.3,5,0,13,1,No
1547,11/12/2024,Basic,14.99,1.7,6,1,1,2,Yes
1548,9/19/2023,Basic,14.99,1.6,5,0,15,3,No
1549,1/19/2024,Standard,29.99,2.5,8,2,5,175,Yes
1550,6/6/2023,Premium,49.99,5.4,2,0,19,3,No
1551,12/4/2024,Standard,29.99,2.9,3,0,1,0,No
1552,4/30/2024,Premium,49.99,3.8,9,1,8,2,Yes
1553,3/10/2023,Standard,29.99,3.4,9,1,22,0,Yes
1554,4/4/2023,Basic,14.99,2.2,3,0,21,1,No
1555,3/29/2023,Standard,29.99,3.5,1,1,21,0,No
1556,4/6/2023,Premium,49.99,5.6,1,1,21,1,No
1557,3/18/2024,Basic,14.99,1.4,4,1,9,2,Yes
1558,4/9/2023,Basic,14.99,1.4,4,0,21,2,No
1559,1/17/2024,Standard,29.99,3.1,6,3,10,48,Yes
1560,5/14/2023,Premium,49.99,4.5,2,1,19,4,No
1561,7/23/2024,Standard,29.99,2.3,2,0,5,2,No
1562,3/3/2023,Basic,14.99,2.6,7,0,5,503,Yes
1563,8/23/2024,Standard,29.99,4.5,0,0,4,1,No
1564,7/29/2024,Basic,14.99,0.7,5,0,2,86,Yes
1565,7/29/2024,Basic,14.99,2.9,3,1,5,4,No
1566,12/4/2023,Basic,14.99,1.6,4,0,13,1,No
1567,11/17/2024,Basic,14.99,3.2,5,0,1,4,No
1568,5/6/2023,Standard,29.99,2.6,4,1,11,256,Yes
1569,2/25/2024,Basic,14.99,2,1,0,10,1,No
1570,12/29/2023,Premium,49.99,5.5,8,1,9,90,Yes
1571,11/12/2024,Standard,29.99,8.3,1,0,1,0,No
1572,3/9/2024,Basic,14.99,1.3,5,0,9,5,No
1573,2/22/2023,Standard,29.99,2.6,0,0,22,0,No
1574,10/22/2023,Basic,14.99,2.8,4,0,14,5,No
1575,9/6/2024,Premium,49.99,5.1,8,1,3,0,Yes
1576,11/16/2023,Basic,14.99,2.8,3,1,13,0,No
1577,12/27/2023,Standard,29.99,3.8,3,1,12,0,No
1578,4/17/2023,Basic,14.99,1.6,2,2,20,6,No
1579,8/14/2024,Basic,14.99,1.5,2,1,4,0,No
1580,6/3/2024,Basic,14.99,2.4,3,0,7,3,No
1581,8/6/2023,Standard,29.99,2.5,1,0,17,3,No
1582,6/8/2023,Standard,29.99,3.6,4,1,19,0,No
1583,11/3/2024,Basic,14.99,2.9,11,0,1,0,Yes
1584,5/8/2024,Premium,49.99,6,5,0,7,0,No
1585,8/18/2023,Standard,29.99,3,4,1,16,0,No
1586,4/21/2023,Premium,49.99,4,11,1,14,171,Yes
1587,12/25/2023,Standard,29.99,3.6,9,2,8,112,Yes
1588,7/23/2024,Premium,49.99,5.5,5,0,5,1,No
1589,1/12/2024,Standard,29.99,3.5,3,1,11,0,No
1590,4/28/2023,Standard,29.99,3.4,11,1,20,1,Yes
1591,10/13/2023,Standard,29.99,3.7,0,1,14,1,No
1592,8/10/2024,Basic,14.99,2.9,2,0,4,1,No
1593,8/20/2023,Basic,14.99,1.6,4,3,9,206,Yes
1594,3/15/2024,Basic,14.99,2.1,10,1,3,183,Yes
1595,7/28/2024,Premium,49.99,4,0,0,5,3,No
1596,9/28/2024,Basic,14.99,1.6,6,0,3,0,Yes
1597,9/20/2024,Basic,14.99,0.9,8,0,1,64,Yes
1598,11/22/2024,Premium,49.99,4.5,3,0,1,4,No
1599,10/20/2024,Premium,49.99,6.2,1,0,2,3,No
1600,7/24/2024,Basic,14.99,2,8,0,5,0,Yes
1601,1/27/2023,Standard,29.99,4.3,4,0,1,649,Yes
1602,9/15/2024,Standard,29.99,2.7,5,0,3,4,No
1603,11/4/2024,Basic,14.99,2,3,0,1,2,No
1604,12/11/2024,Basic,14.99,0.4,10,0,1,0,Yes
1605,10/1/2023,Basic,14.99,2.8,5,0,15,6,No
1606,1/30/2023,Basic,14.99,0.9,8,1,2,640,Yes
1607,7/4/2023,Standard,29.99,2.5,1,1,18,3,No
1608,10/7/2023,Premium,49.99,4.1,7,1,3,355,Yes
1609,12/20/2024,Basic,14.99,0.7,5,0,1,0,No
1610,11/13/2023,Basic,14.99,1.7,0,0,13,3,No
1611,12/14/2023,Basic,14.99,2.4,3,0,12,0,No
1612,12/26/2023,Basic,14.99,2.7,0,0,12,1,No
1613,1/7/2023,Premium,49.99,4.6,1,1,24,1,No
1614,7/5/2023,Basic,14.99,1.8,11,2,5,387,Yes
1615,5/27/2023,Basic,14.99,2.5,0,0,19,5,No
1616,8/2/2024,Basic,14.99,1.6,11,0,2,88,Yes
1617,11/4/2024,Basic,14.99,1.9,2,0,1,0,No
1618,2/15/2024,Basic,14.99,2.6,1,1,10,0,No
1619,3/13/2023,Premium,49.99,4.3,0,2,21,1,No
1620,5/26/2023,Basic,14.99,1.5,0,0,19,5,No
1621,10/10/2024,Basic,14.99,1.9,2,0,2,5,No
1622,2/1/2023,Premium,49.99,4.7,4,1,23,0,No
1623,4/4/2023,Premium,49.99,4.4,4,0,21,3,No
1624,6/27/2024,Basic,14.99,2.1,5,0,6,3,No
1625,8/9/2023,Basic,14.99,1.1,3,1,17,0,No
1626,1/21/2024,Basic,14.99,1.5,7,2,10,31,Yes
1627,3/5/2024,Basic,14.99,2.6,10,2,3,191,Yes
1628,4/9/2024,Premium,49.99,6.1,3,0,8,1,No
1629,12/16/2023,Standard,29.99,3.3,3,0,12,4,No
1630,6/11/2023,Basic,14.99,1.6,0,0,18,9,No
1631,1/14/2024,Basic,14.99,2,2,1,11,4,No
1632,11/16/2023,Premium,49.99,3.7,10,1,9,125,Yes
1633,11/29/2023,Basic,14.99,2.4,9,1,3,298,Yes
1634,8/4/2024,Basic,14.99,1.6,1,0,4,1,No
1635,9/2/2024,Basic,14.99,1.6,0,1,4,1,No
1636,3/28/2023,Premium,49.99,3.2,3,1,21,1,No
1637,2/23/2023,Basic,14.99,1.9,2,1,22,0,No
1638,6/9/2023,Basic,14.99,2.6,0,0,19,5,No
1639,6/11/2023,Basic,14.99,1.5,10,1,11,219,Yes
1640,9/24/2024,Premium,49.99,6.2,3,0,1,44,Yes
1641,2/20/2023,Standard,29.99,2.9,2,1,22,2,No
1642,11/21/2024,Standard,29.99,3.1,4,0,1,0,No
1643,3/25/2023,Basic,14.99,1,1,0,21,1,No
1644,10/6/2023,Standard,29.99,2.7,8,0,15,0,Yes
1645,3/29/2024,Standard,29.99,2.8,4,0,9,5,No
1646,11/8/2024,Standard,29.99,2.8,7,1,1,3,Yes
1647,3/10/2024,Basic,14.99,3.1,4,0,9,3,No
1648,5/12/2024,Basic,14.99,1.4,2,0,7,2,No
1649,9/13/2024,Basic,14.99,1.6,5,0,1,70,Yes
1650,3/28/2024,Basic,14.99,1.4,3,0,9,7,No
1651,2/29/2024,Basic,14.99,1.6,0,0,10,0,No
1652,10/7/2023,Basic,14.99,2,2,0,15,1,No
1653,8/9/2023,Basic,14.99,2.2,5,0,17,0,No
1654,6/8/2024,Standard,29.99,2.9,0,0,6,4,No
1655,4/27/2023,Basic,14.99,1.2,3,2,20,0,No
1656,12/20/2023,Standard,29.99,2.3,2,0,12,1,No
1657,3/16/2024,Standard,29.99,3.6,10,1,5,120,Yes
1658,4/24/2023,Basic,14.99,2.7,3,0,20,2,No
1659,10/18/2023,Premium,49.99,3.1,10,2,14,0,Yes
1660,11/25/2024,Standard,29.99,3.1,5,0,1,2,No
1661,11/25/2024,Premium,49.99,4.6,0,0,1,2,No
1662,8/30/2024,Basic,14.99,1.4,3,0,4,2,No
1663,5/13/2024,Standard,29.99,3,4,0,7,2,No
1664,6/23/2024,Basic,14.99,1.5,5,0,6,5,No
1665,11/14/2024,Basic,14.99,2.9,5,0,1,5,No
1666,11/12/2023,Basic,14.99,1.7,6,2,13,5,Yes
1667,2/16/2023,Basic,14.99,2.2,0,0,22,1,No
1668,8/14/2023,Standard,29.99,2.3,1,2,16,0,No
1669,2/9/2024,Basic,14.99,2.2,7,3,10,2,Yes
1670,9/5/2024,Standard,29.99,2.6,2,0,3,4,No
1671,2/26/2023,Premium,49.99,4.4,4,1,22,1,No
1672,1/8/2023,Basic,14.99,2.4,2,2,24,0,No
1673,7/29/2023,Premium,49.99,5.7,6,0,3,410,Yes
1674,11/5/2023,Basic,14.99,1.4,3,0,14,0,Yes
1675,8/5/2023,Premium,49.99,5.5,0,2,17,1,No
1676,5/21/2023,Standard,29.99,2.6,1,0,19,3,No
1677,9/19/2023,Basic,14.99,1.7,3,0,15,4,No
1678,10/24/2023,Premium,49.99,3,6,1,5,278,Yes
1679,12/2/2023,Basic,14.99,2.4,7,1,2,315,Yes
1680,5/3/2023,Basic,14.99,1.1,2,2,20,0,No
1681,1/8/2023,Premium,49.99,3.8,0,1,24,1,No
1682,5/24/2024,Standard,29.99,3.4,0,0,7,3,No
1683,3/16/2024,Basic,14.99,2.7,0,2,9,4,No
1684,6/29/2023,Basic,14.99,2,3,2,18,0,No
1685,5/13/2023,Standard,29.99,2.6,3,0,19,1,No
1686,1/25/2024,Basic,14.99,1.6,0,0,11,0,No
1687,6/29/2024,Basic,14.99,2,0,0,6,0,No
1688,12/21/2024,Standard,29.99,0.5,4,0,1,5,No
1689,8/24/2023,Standard,29.99,2.1,4,2,16,0,No
1690,5/27/2024,Standard,29.99,3.3,3,0,7,3,No
1691,7/26/2024,Standard,29.99,2.8,11,3,3,43,Yes
1692,11/15/2024,Basic,14.99,1.2,3,0,1,5,No
1693,12/29/2023,Standard,29.99,2.9,7,0,2,299,Yes
1694,3/15/2023,Standard,29.99,2.6,3,0,21,1,No
1695,2/11/2024,Basic,14.99,1.9,4,1,10,1,No
1696,2/13/2023,Standard,29.99,3.6,3,0,22,7,No
1697,3/22/2024,Premium,49.99,4.4,4,0,9,1,No
1698,1/20/2023,Standard,29.99,2.8,11,1,2,643,Yes
1699,4/15/2024,Premium,49.99,5.5,11,1,8,2,Yes
1700,3/21/2023,Basic,14.99,1.9,5,0,21,2,No
1701,11/17/2023,Standard,29.99,2.9,9,1,13,2,Yes
1702,8/12/2024,Standard,29.99,4.4,4,1,4,2,No
1703,3/15/2024,Basic,14.99,2.3,0,1,9,1,No
1704,8/10/2024,Standard,29.99,2.1,5,1,4,8,Yes
1705,2/19/2024,Basic,14.99,1.4,1,0,10,2,No
1706,12/27/2024,Basic,14.99,0,4,0,1,30,No
1707,10/17/2024,Standard,29.99,3.8,4,0,2,7,No
1708,3/3/2024,Standard,29.99,3.8,2,0,10,4,No
1709,10/24/2023,Standard,29.99,2.9,0,0,14,0,No
1710,4/28/2023,Basic,14.99,2,0,0,20,8,No
1711,2/19/2024,Basic,14.99,1,11,1,10,2,Yes
1712,1/22/2023,Basic,14.99,1,5,0,23,2,No
1713,11/29/2023,Standard,29.99,1.2,4,1,2,337,Yes
1714,6/25/2023,Standard,29.99,3.8,2,0,18,1,No
1715,9/24/2024,Standard,29.99,3,4,0,3,5,No
1716,4/16/2024,Basic,14.99,1.1,9,2,8,5,Yes
1717,12/7/2024,Basic,14.99,2.4,4,0,1,2,No
1718,1/6/2024,Basic,14.99,2.1,2,0,12,1,No
1719,4/1/2023,Basic,14.99,2.8,0,1,21,0,No
1720,3/23/2024,Premium,49.99,4.9,4,0,9,7,No
1721,4/19/2023,Premium,49.99,4.1,11,4,19,55,Yes
1722,9/7/2023,Standard,29.99,3,6,2,16,9,Yes
1723,3/22/2024,Basic,14.99,2.5,2,0,9,6,No
1724,8/26/2024,Basic,14.99,3,2,1,4,3,No
1725,2/15/2024,Standard,29.99,1.6,8,0,2,256,Yes
1726,6/20/2024,Basic,14.99,1.9,4,1,6,0,No
1727,3/22/2023,Basic,14.99,1.3,1,0,21,1,No
1728,2/10/2024,Standard,29.99,3.8,4,0,10,3,No
1729,11/14/2023,Basic,14.99,1.7,7,3,13,1,Yes
1730,12/14/2023,Basic,14.99,2,3,2,12,0,No
1731,8/15/2023,Standard,29.99,2.6,3,1,7,286,Yes
1732,12/8/2023,Standard,29.99,3.5,9,1,3,294,Yes
1733,6/22/2023,Standard,29.99,2.9,0,1,18,0,No
1734,3/20/2023,Standard,29.99,3.2,0,2,21,7,No
1735,6/6/2024,Premium,49.99,5,8,0,6,1,Yes
1736,10/10/2024,Basic,14.99,2.2,4,0,2,0,No
1737,4/27/2023,Basic,14.99,1.8,3,2,20,3,No
1738,6/27/2024,Standard,29.99,3.9,0,0,6,1,No
1739,6/6/2024,Premium,49.99,6.6,1,1,6,1,No
1740,7/18/2023,Standard,29.99,3.5,4,1,17,1,No
1741,12/24/2023,Premium,49.99,4,9,2,12,1,Yes
1742,12/26/2023,Basic,14.99,1.1,8,3,9,81,Yes
1743,10/22/2024,Basic,14.99,2.2,0,1,2,0,No
1744,6/1/2023,Basic,14.99,1.8,11,3,19,0,Yes
1745,8/30/2023,Basic,14.99,1.2,5,1,16,0,No
1746,4/16/2023,Basic,14.99,2.4,4,0,20,8,No
1747,5/30/2023,Premium,49.99,4.2,0,4,19,1,No
1748,9/20/2023,Basic,14.99,2,5,1,15,1,No
1749,7/22/2023,Standard,29.99,2,4,0,17,0,No
1750,6/27/2023,Standard,29.99,2.1,4,1,18,1,No
1751,9/8/2024,Standard,29.99,4.6,0,0,3,6,No
1752,6/6/2023,Premium,49.99,2.9,5,0,19,0,No
1753,11/2/2024,Standard,29.99,2.4,11,0,1,7,Yes
1754,3/19/2023,Basic,14.99,1.4,0,1,21,0,No
1755,7/1/2023,Premium,49.99,3.2,1,0,18,5,No
